Shady Character,Shady Lane > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105844649/shady-character,5.10d,39.25709,-105.10258,The Arena,Devil's Head
The Real Slim Shady,Shady Lane > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/119206065/the-real-slim-shady,5.10d,39.25709,-105.10258,The Arena,Devil's Head
Shades of Grey,Shady Lane > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105844660/shades-of-grey,5.11a,39.25709,-105.10258,The Arena,Devil's Head
Cruisin' Down Shady Lane,Shady Lane > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/112016333/cruisin-down-shady-lane,5.11a,39.25709,-105.10258,The Arena,Devil's Head
Unknown Shady Line,Shady Lane > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/119203828/unknown-shady-line,5.11a/b,39.25709,-105.10258,The Arena,Devil's Head
Shade Tree Mechanic,Shady Lane > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/119402530/shade-tree-mechanic,5.11b,39.25709,-105.10258,The Arena,Devil's Head
Made in the Shade,Shady Lane > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/112016309/made-in-the-shade,5.12b,39.25709,-105.10258,The Arena,Devil's Head
Pax,West Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/107255111/pax,5.10a,39.25668,-105.10263,The Arena,Devil's Head
Pollux,West Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/119397292/pollux,5.10a,39.25668,-105.10263,The Arena,Devil's Head
Ceres,West Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/107281694/ceres,5.10b,39.25668,-105.10263,The Arena,Devil's Head
Juno,West Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/107255138/juno,5.10b,39.25668,-105.10263,The Arena,Devil's Head
Vulcan,West Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/112917095/vulcan,5.10c,39.25668,-105.10263,The Arena,Devil's Head
Titus,West Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/107834872/titus,5.10d,39.25668,-105.10263,The Arena,Devil's Head
Stimula,West Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/107835248/stimula,5.12a,39.25668,-105.10263,The Arena,Devil's Head
Y Tu Brute,West Side > De-Spectactulus Tower > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105793788/y-tu-brute,5.12b,39.25668,-105.10263,The Arena,Devil's Head
Closed Project,West Side > De-Spectactulus Tower > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/119772421/closed-project,5.13+,39.25668,-105.10263,The Arena,Devil's Head
Lions and Christians,East Side > De-Spectactulus Tower > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105761607/lions-and-christians,5.11a,39.25668,-105.10263,The Arena,Devil's Head
Strength & Honor,East Side > De-Spectactulus Tower > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105762384/strength-honor,5.11d,39.25668,-105.10263,The Arena,Devil's Head
Exit Stage RIGHT,East Side > Center Stage Tower > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/112917091/exit-stage-right,5.11a,39.25668,-105.10263,The Arena,Devil's Head
Exit Stage Left,East Side > Center Stage Tower > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/117393113/exit-stage-left,5.11d,39.25668,-105.10263,The Arena,Devil's Head
Peanut Gallery,East Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/107281719/peanut-gallery,5.10-,39.25679,-105.10226,The Arena,Devil's Head
Fight to the Finish,East Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/119151504/fight-to-the-finish,5.10,39.25679,-105.10226,The Arena,Devil's Head
The Comp,East Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/119151403/the-comp,5.10b/c,39.25679,-105.10226,The Arena,Devil's Head
Spectator Sport,East Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/119397250/spectator-sport,5.11a,39.25679,-105.10226,The Arena,Devil's Head
Chariots of Fire (to 1st Anchor),East Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/119455236/chariots-of-fire-to-1st-anchor,5.11b,39.25679,-105.10226,The Arena,Devil's Head
Spartacus,East Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/107346466/spartacus,5.11b,39.25679,-105.10226,The Arena,Devil's Head
Winners and Losers,East Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/119151594/winners-and-losers,5.11b,39.25679,-105.10226,The Arena,Devil's Head
Maximus,East Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/105761613/maximus,5.12a,39.25679,-105.10226,The Arena,Devil's Head
Chariots of Fire,East Side Wall > The Arena > Devil's Head > South Platte > Colorado,https://www.mountainproject.com/route/119455183/chariots-of-fire,5.13a,39.25679,-105.10226,The Arena,Devil's Head
